"","x"
"1",0.000385563407325569
"2",0.000393805848566261
"3",0.000327361809676656
"4",0.000388008249394105
"5",0.000368419350490406
"6",0.000345371918840055
"7",0.000376958347540308
"8",0.000518885835538053
"9",0.00041192881448385
"10",0.000396645640798352
"11",0.000389951290268725
"12",0.000346032131818859
"13",0.00052785105101935
"14",0.000441157655293553
"15",0.000263256291527306
"16",0.000326862509125557
"17",0.000327337383888681
"18",0.000464624725563692
"19",0.000347306478629634
"20",0.000432912770482339
"21",0.000507044817565371
"22",0.000445071539576274
"23",0.000204421732342815
"24",0.000411958934494999
"25",0.0003818116843993
"26",0.000360785601674688
"27",0.000400048916171742
"28",0.000287127360789332
"29",0.000514276910013558
"30",0.000319626853796355
"31",0.000359446455132713
"32",0.000421360730875465
"33",0.000394507731557293
"34",0.000274048726925563
"35",0.000285224720235161
"36",0.000355649554584462
"37",0.000497967145069067
"38",0.000363045279576983
"39",0.000293246382615763
"40",0.000310053195204708
"41",0.000437462862838909
"42",0.000288038468021694
"43",0.000221552418184541
"44",0.000301492249194078
"45",0.000229099999043181
"46",0.000234134906022554
"47",0.000588074083157701
"48",0.000452363393593014
"49",0.000330253498516412
"50",0.000566820815082627
