"","x"
"1",0.000318910525523008
"2",0.000435094758261257
"3",0.000261120819033949
"4",0.00038652835596257
"5",0.000449648915285345
"6",0.000269513746979433
"7",0.00039314698186833
"8",0.000386512322099091
"9",0.000472780089336886
"10",0.000384505597484014
"11",0.000413054107849315
"12",0.000426040052237162
"13",0.000454481921251191
"14",0.000398186146394291
"15",0.000357218101108272
"16",0.000404190982441855
"17",0.000422421903045137
"18",0.000315920263063241
"19",0.000333601608361256
"20",0.00038739688196311
"21",0.000459957186268628
"22",0.000236321669374271
"23",0.000431583912428634
"24",0.000450635959907005
"25",0.000390843586978919
"26",0.000414942499709094
"27",0.000360889941665209
"28",0.000332298943213742
"29",0.000432312398736253
"30",0.00032429910434119
"31",0.000411538301369713
"32",0.000389984041436071
"33",0.000355288846069961
"34",0.000441731570778683
"35",0.000234725397676818
"36",0.000284105740469343
"37",0.000445049959714193
"38",0.000379327695463485
"39",0.000300297031632069
"40",0.000305031428572985
"41",0.000334192529633499
"42",0.000462175611055399
"43",0.0003822230248872
"44",0.000265294039626936
"45",0.000292834129491974
"46",0.000252390967627651
"47",0.000493140409431565
"48",0.000225859436448436
"49",0.0003545165118684
"50",0.000417350373794913
