"","x"
"1",0.000284196864643443
"2",0.000198606710626726
"3",0.00022367255935306
"4",0.000278848612783719
"5",0.000360483139770286
"6",0.000369104221629146
"7",0.000247610229350734
"8",0.000209351627421249
"9",0.000299534806830465
"10",0.000281142459853508
"11",0.000213355964734663
"12",0.000329454120561953
"13",0.000227519758899131
"14",0.000285111826285813
"15",0.000206955514754187
"16",0.000332206759436449
"17",0.000215728382665999
"18",0.000130517320987183
"19",0.000370152625084711
"20",0.000224385631024043
"21",0.000201346396995211
"22",0.000352331483121351
"23",0.000230834937088481
"24",0.000247854267094907
"25",0.000144343254618946
"26",0.000228421319649161
"27",0.000241005165570799
"28",0.000239592462503603
"29",0.000253792644651749
"30",0.00027860823304907
"31",0.000359869573313038
"32",0.000231336652966428
"33",0.000177723200116138
"34",0.000459469399869027
"35",0.00028747815887379
"36",0.000220669667155498
"37",0.000262434563301281
"38",0.000195681232221017
"39",0.00039612082314535
"40",0.00013719422021137
"41",0.000277740121678385
"42",0.000307903830876628
"43",0.000257958418046946
"44",0.000342663849390929
"45",0.000182401775955264
"46",0.000376737565127998
"47",0.000250133909745934
"48",0.000115796318561162
"49",0.000317638811488425
"50",0.00052423897152829
