"","x"
"1",0.000378633938800385
"2",0.000211598200800038
"3",0.000263764042501818
"4",0.000318659849183135
"5",0.00027692903887912
"6",0.000123713966114036
"7",0.000145489201541318
"8",0.000293054837419162
"9",0.000337998162633146
"10",0.000177462193323981
"11",0.000279622119342912
"12",0.000202027319429466
"13",0.000276167925929606
"14",0.000217813824000636
"15",0.000250565481393147
"16",0.000358315914230667
"17",0.000220091914841105
"18",0.000424745611735783
"19",0.000372646437555536
"20",0.000253160578283675
"21",0.000245229035762507
"22",0.000183342390396782
"23",0.000277322208711038
"24",0.000231167771854523
"25",0.000330275059919264
"26",0.000407810456615938
"27",0.000194914859087754
"28",0.00041273841869767
"29",0.000276318646203234
"30",0.000222616415509027
"31",0.000374299842234257
"32",0.000213413492156764
"33",0.000174428247399931
"34",0.00023406829592723
"35",0.000273803782937161
"36",0.000414827055677782
"37",0.0002677760737274
"38",0.000363844962609556
"39",0.000293778364576445
"40",0.000148954490355152
"41",0.000213254661924529
"42",0.000302860642452517
"43",0.000132978478413074
"44",0.000212949731585861
"45",0.000281869244416172
"46",0.000223055418615313
"47",0.00020293298457696
"48",0.000172471165345095
"49",0.000353855679704778
"50",0.000248840260025581
